NOMBRE,GENEROS,bytesfiles,sampleratefiles,totalsamplesfiles,durationfiles
Mentira - Alberto Beltran.mp3,Son Montuno,3122862,44100,6883201,156.1
Mentira - Hector Lavoe.mp3,Pachanga,6401221,44100,17631359,399.8
Mentira - Pedro Arroyo.mp3,Bolero Tradicional,3872150,44100,10660607,241.7
Mentira (Bolero).mp3,Guajira,4535994,44100,12339073,279.8
Mentira.mp3,Salsa,6555739,44100,17794945,403.5
Mentiras - Manolo Lezcano.mp3,Bolero Son,4562158,44100,12411647,281.4
Mentiras (4).mp3,Son Montuno,5766243,44100,12542975,284.4
Mentiras Que Matan.mp3,Guaracha,6696396,44100,12152450,275.6
Mentiras Tuyas.mp3,Guajira,2888923,44100,7959168,180.5
Mentiras.mp3,Salsa,11804640,44100,13002851,294.8
Mentirosa  - Daniel Santos.mp3,Son Cubano,4021727,44100,8735617,198.1
Mentirosa - Cuco Valoy.mp3,Son Cubano,5052835,44100,13764095,312.1
Mentirosa - Louie Ramirez.mp3,Son Montuno,4135421,44100,14980608,339.7
MENTIROSA - PASTOR LOPEZ.mp3,Guaracha,4722228,44100,10412231,236.1
Mentirosa (4).mp3,Bolero Tradicional,8235632,44100,15024381,340.7
Mentirosa Tu.mp3,Salsa,8281341,48000,9876096,205.8
Mentirosa.mp3,Pachanga,6736904,44100,14257152,323.3
Mentiroso.mp3,Son Montuno,3653227,44100,9906048,224.6
Merecumbe - Johnny Colón.mp3,Bolero Son,6114037,44100,16689025,378.4
MERECUMBE A LO BLANCO - LOS BLANCO.mp3,Son Cubano,2913350,44100,6423937,145.7
Merecumbe.mp3,Merengue,6133315,44100,16742017,379.6
Merecumbe-Luisito Carrion.mp3,Guaracha,3910515,44100,10749416,243.8
Merengue Arrimao.mp3,Salsa,6350579,44100,6936191,157.3
Merengue De Lao.mp3,Son Cubano,2218345,44100,5951232,134.9
Merengue.mp3,Guaracha,6290372,44100,13865472,314.4
Merry christmas bogaloo.mp3,Guajira,3076924,44100,5634429,127.8
Messie Julian Conjunto.mp3,Son Montuno,3973766,44100,10789633,244.7
Meta Y Guaguanco (Guaguanco) - Orq Harlow.mp3,Guaracha,3680102,44100,9979775,226.3
MEXICO - Alberto Pérez con SM.mp3,Bolero Son,5332323,44100,14697215,333.3
Mexico Mexico.mp3,Salsa,5315862,44100,14488994,328.5
Mi  Abuelo.mp3,Bolero Son,4061398,44100,14821187,336.1
Mi Adorada - Taboga.mp3,Pachanga,4850156,44100,13205376,299.4
Mi Adorada.mp3,Guajira,2931697,44100,7868159,178.4
Mi Amigo El Payaso.mp3,Pachanga,11771787,48000,14064768,293
Mi Amigo El Payaso-Tony Vega.mp3,Salsa,4706510,44100,12967481,294
Mi Amigo Pedro.mp3,Bolero Son,15963060,44100,17533440,397.6
Mi Amigo Raul.mp3,Son Montuno,4413012,44100,11967544,271.4
Mi Amistad Pa' El Bailador - Bobby Valentin.mp3,Son Montuno,5193045,44100,14150017,320.9
MI AMOR AMOR - Johny y Ray.mp3,Son Montuno,2845177,44100,7679232,174.1
Mi Amor Cuidate.mp3,Guaracha,4079226,44100,11240065,254.9
Mi Amor Fugaz.mp3,Pachanga,3133526,44100,8630783,195.7
Mi Amor Maria.mp3,Bolero Son,6299768,44100,9828865,222.9
Mi Amor No Esta De Moda.mp3,Bolero Tradicional,2516704,44100,6773760,153.6
Mi Amor Te Lo Voy A Dar.mp3,Salsa,4610611,44100,12466943,282.7
Mi Bajo Y Yo - Jimmy El León.mp3,Son Montuno,6061481,44100,13235327,300.1
Mi Bajo Y Yo - Oscar D' León.mp3,Son Montuno,4938323,44100,13448449,305
Mi Bajo Y Yo.mp3,Son Montuno,4938409,44100,13448449,305
Mi Barquito Marinero - Nelson Pinedo - Sonora.mp3,Son Montuno,2379776,44100,6557179,148.7
Mi Barquito Marinero - Nelson Pinedo.mp3,Guaracha,2438925,44100,6559489,148.7
Mi Barrio (Dayan).mp3,Pachanga,15746956,44100,17356080,393.6
Mi Barrio Duerme - Foto Rodriguez Y Su Orq.mp3,Salsa,3807943,44100,10332288,234.3
Mi Barrio.mp3,Son Montuno,8775424,44100,16122254,365.6
Mi Bella Pequeña - Luis Perico Ortiz.mp3,Son Cubano,4711454,44100,12822913,290.8
Mi Billete.mp3,Merengue,4694000,44100,12695519,287.9
Mi Bomba No Muera.mp3,Salsa,4765879,44100,11453184,259.7
MI BOMBA SONO - CELIA CRUZ.mp3,Pachanga,3046606,44100,6717766,152.3
Mi Bomba Sono - Celia Crúz.mp3,Guajira,2554275,44100,6877439,156
Mi Bomba Sono.mp3,Salsa,6273238,44100,6850944,155.4
Mi Bombolaye - Andy Montañéz.mp3,Guajira,4491880,44100,9901894,224.5
Mi Bombolaye.mp3,Merengue,4565264,44100,9935302,225.3
Mi Bongo - Orq Zodiac.mp3,Guajira,4169043,44100,11327617,256.9
MI BONGO ANTILLANO.mp3,Bolero Son,5353893,44100,14660353,332.4
MI BUENAVENTURA - PEREGOYO.mp3,Bolero Son,3659961,44100,8070214,183
Mi Buenaventura-Mi Peregoyo.mp3,Bolero Son,5915751,44100,16142392,366
Mi Caballito - Ismael Rivera.mp3,Merengue,8560401,48000,10267230,213.9
Mi Caballo.mp3,Bolero Tradicional,5783213,44100,10517758,238.5
MI CAELA - PETE RODRIGUEZ.mp3,Bolero Son,4832806,44100,10647237,241.4
MI CALI BELLA - LA BILLOS.mp3,Son Montuno,3739843,44100,8237254,186.8
Mi Cali.mp3,Son Montuno,3975239,44100,10789630,244.7
Mi Calvario.mp3,Merengue,9602167,48000,11461248,238.8
Mi Cama Huele A Ti (2).mp3,Bolero Tradicional,10961066,44100,12082176,274
Mi Cancion Es Para Ti - Machito.mp3,Salsa,3147352,44100,8512127,193
MI CANOITA - POLICARPO CALLE.mp3,Bolero Son,3371047,44100,7433159,168.6
Mi Casita Linda - Nelson Pinedo.mp3,Salsa,2779979,44100,7499519,170.1
Mi Caso.mp3,Guajira,12727582,44100,13966847,316.7
Mi Catana.mp3,Bolero Son,4694803,44100,8517887,193.1
Mi Chaparra - Celia Cruz.mp3,Son Cubano,2513483,44100,6765006,153.4
Mi Chaparra.mp3,Bolero Son,6294149,44100,6873984,155.9
Mi Chica Y Yo - Nelson Pinedo - Sonora.mp3,Bolero Son,2318336,44100,6385531,144.8
Mi Chica Y Yo.mp3,Bolero Son,2372963,44100,6376323,144.6
MI CHINA - PETE TERRACE.mp3,Guaracha,3317203,44100,7314433,165.9
Mi China Me Voto - Gran Combo.mp3,Son Montuno,4383328,44100,12069503,273.7
Mi China.mp3,Son Montuno,4128207,44100,7565458,171.6
Mi Chocolate - La Van Van.mp3,Salsa,3957947,44100,10745855,243.7
Mi Chuli Chule.mp3,Bolero Tradicional,10582016,44100,11599486,263
Mi Cocodrilo Verde.mp3,Merengue,5957684,44100,6503040,147.5
MI COLORA.mp3,Guaracha,3065856,44100,8444161,191.5
Mi Companera De Chilingui - Luis Perico Ortiz.mp3,Guajira,3625100,44100,13105153,297.2
Mi Compañera Del Chilingui - Luis Perico Ortiz.mp3,Bolero Tradicional,5595447,44100,15259391,346
Mi Compay Chipuco.mp3,Son Montuno,2741611,44100,7393536,167.7
Mi Compay.mp3,Son Cubano,2643968,44100,7283471,165.2
Mi Conjunto.mp3,Merengue,5550712,44100,13052160,296
Mi Coquito - Celia Cruz.mp3,Son Cubano,2358252,44100,6337151,143.7
MI CORAZON - LOS MELODICOS.mp3,Pachanga,4285855,44100,9450310,214.3
Mi Corazonada-Un Corazon De Madera.mp3,Son Montuno,3127682,44100,8404991,190.6
Mi Cuerpo Tiembla.mp3,Guajira,12291060,44100,13546237,307.2
Mi Debilidad (En Vivo) - Fania All Star - Ismael Quintana.mp3,Bolero Son,5460558,44100,14887297,337.6
Mi Debilidad.mp3,Salsa,6406184,44100,11661696,264.4
MI DECISION.mp3,Guajira,3758103,44100,8286335,187.9
Mi Delito - Daniel Santos.mp3,Merengue,3003065,44100,6491520,147.2
Mi Delito - Oscar D' Leon.mp3,Bolero Son,5303932,44100,11564927,262.2
Mi Descarga Pa'gozar.mp3,Son Cubano,8312888,44100,9159738,207.7
MI DESENGAÑO (Papo Sánchez).mp3,Merengue,5447515,44100,14918399,338.3
Mi Desengaño- Roberto Roena.mp3,Son Montuno,5347724,44100,14728022,334
Mi DesengaÑo.mp3,Bolero Son,5335178,44100,14700669,333.3
MI DESESPERACION - Celia Crúz.mp3,Son Cubano,3849927,44100,8489089,192.5
Mi Desesperacion.mp3,Son Montuno,3175978,44100,8588161,194.7
Mi Desgracia - Celio Gonzalez.mp3,Bolero Son,2777474,44100,7492609,169.9
Mi Deuda De Amor.mp3,Guajira,9397501,44100,10295424,233.5
Mi Dia.mp3,Guajira,4675295,44100,12644352,286.7
Mi Dulce Amor - Vicentico Valdéz.mp3,Bolero Tradicional,2586679,44100,5573376,126.4
Mi Dulce Habanera.mp3,Pachanga,2931790,44100,7917695,179.5
Mi Error - Larry Harlow.mp3,Guaracha,5329817,44100,14526719,329.4
Mi Error (1).mp3,Bolero Son,5633942,44100,12252671,277.8
Mi Error.mp3,Son Cubano,3942485,44100,10706105,242.8
Mi Fanfarron - Chocolate Armenteros.mp3,Bolero Tradicional,3005691,44100,8121599,184.2
Mi Fiebre Parisina - Orquesta Ocho Y Media.mp3,Bolero Tradicional,5319169,44100,14497919,328.8
Mi Filosofia.mp3,Son Montuno,4681259,44100,12703099,288.1
Mi Formula De Amor - Frankie Ruíz.mp3,Son Cubano,5591797,44100,12199681,276.6
Mi Formula De Amor.mp3,Son Cubano,4417340,44100,12011903,272.4
Mi Fracaso - Hnos Lebrón.mp3,Bolero Son,3489990,44100,7565183,171.5
Mi Fracaso.mp3,Bolero Son,6692466,48000,8030592,167.3
Mi Fruto - Louie Ramirez.mp3,Pachanga,4956205,44100,13497742,306.1
Mi Gente - Barbaraso Medley (En Vivo) - Fania All Star - Hector Lavoe.mp3,Guaracha,6124707,44100,16717825,379.1
Mi Gente - Hector Lavoe.mp3,Guajira,14581520,44100,40178303,911.1
Mi Gente (2).mp3,Salsa,18236503,44100,20040192,454.4
Mi Gente (Louie Vega Eol Remix-Radio Edit).mp3,Bolero Son,9197568,44100,10071935,228.4
Mi Gente.mp3,Pachanga,5391599,44100,14606207,331.2
Mi Gorda Bonita - Gran Combo.mp3,Bolero Son,5069573,44100,13961087,316.6
Mi Gran Amor - Gilberto Santarosa.mp3,Salsa,4067723,44100,11048833,250.5
Mi Gran Amor Yo Le Di.mp3,Bolero Tradicional,7997157,48000,9535104,198.6
MI GRAN NOCHE - Aniceto y sus Fabulosos.mp3,Guaracha,2805456,44100,7726541,175.2
Mi Guaganco Si Da La Hora.mp3,Bolero Son,2804316,44100,7566336,171.6
Mi Guaguanco - Guayacán.mp3,Guajira,7257548,44100,15872640,359.9
Mi Guaguanco - Orq Harlow.mp3,Salsa,3097853,44100,8375039,189.9
Mi Guajira - Cachao Y Su Ritmo.mp3,Guaracha,9099530,44100,24917760,565
Mi Guajira - Camilo Azuquita.mp3,Bolero Son,5031697,44100,13705343,310.8
Mi Guajira Es Asi.mp3,Guajira,6169307,44100,16736256,379.5
Mi Guajira Se Va Mi Querer.mp3,Merengue,4466384,44100,12147169,275.4
Mi Guajira.mp3,Guajira,6279964,44100,6918721,156.9
Mi Guarachita - Guayacán.mp3,Son Montuno,5625940,44100,12274944,278.3
MI GUETTO - Kent Gomez.mp3,Salsa,4601020,44100,12596537,285.6
Mi Guitarra - Orq Zodiac.mp3,Guaracha,4922515,44100,13404672,304
Mi Hijo Y Ganador - Luis Perico Ortiz.mp3,Son Montuno,4203216,44100,11422079,259
Mi Hijo Y Yo - Grupo Niche.mp3,Salsa,5438407,44100,14977261,339.6
Mi Hijo Y Yo.mp3,Bolero Tradicional,5304994,44100,14618555,331.5
Mi Historia Entre Tus Dedos.mp3,Bolero Tradicional,4558951,44100,12399451,281.2
Mi Hobby Es Besar - Willy Y Caito.mp3,Salsa,2670911,44100,7198845,163.2
Mi Hombre.mp3,Guajira,3521507,44100,7651584,173.5
Mi Iglesia.mp3,Son Montuno,7073590,44100,12888953,292.3
Mi Irmita - Angel Canales.mp3,Son Cubano,5266175,44100,14352097,325.4
MI JACA - PEPE QUINTERO.mp3,Pachanga,2971007,44100,8177463,185.4
Mi Jaragual - Ismael Rivera.mp3,Pachanga,8987575,48000,10779840,224.6
Mi Jaragual.mp3,Pachanga,3665546,44100,10035071,227.6
Mi Libertad - Frankie Ruíz.mp3,Son Montuno,4346069,44100,11816063,267.9
Mi Libertad - Fruko Y Sus Tesos.mp3,Guaracha,4398325,44100,11960063,271.2
Mi Libertad - Joe Arroyo.mp3,Pachanga,736111,22050,1866240,84.6
Mi Libertad (1).mp3,Merengue,20546028,44100,22586340,512.2
Mi Libertad (2).mp3,Guajira,6574230,44100,11971581,271.5
Mi Libertad (4).mp3,Merengue,6708422,44100,12218109,277.1
Mi Libertad.mp3,Son Cubano,4362201,44100,11943937,270.8
Mi Libro Preferido - David Pabon.mp3,Bolero Son,4475285,44100,12322943,279.4
Mi Lindo Bohio.mp3,Guaracha,3117394,44100,6891264,156.3
Mi Machete.mp3,Guajira,5364046,44100,14780727,335.2
Mi Madre Querida - Carlos A.mp3,Bolero Son,3104756,44100,8394625,190.4
Mi Madre Querida.mp3,Merengue,3135334,44100,8477569,192.2
Mi Mama Me Ha Dicho { Nuevo }.mp3,Son Montuno,6523121,44100,14203461,322.1
Mi Mama.mp3,Merengue,4564717,44100,12341377,279.8
MI MAMBO CONGA (MOZAMBIQUE).mp3,Son Cubano,2777927,44100,7605505,172.5
MI MAMBO PIDE CAMPANA.mp3,Pachanga,6103040,44100,16820352,381.4
Mi Mambo Sono - Gilberto Sextet.mp3,Bolero Son,2746730,44100,7407361,168
Mi Mami Me Quiere.mp3,Merengue,17441351,48000,20924386,435.9
Mi Mayor Venganza.mp3,Bolero Tradicional,7579694,44100,13925374,315.8
Mi Media Mitad.mp3,Salsa,4743873,44100,13065325,296.3
Mi Mejor Amiga - Polo Montañez.mp3,Salsa,3402073,44100,9213697,208.9
Mi Mejor Amiga.mp3,Guajira,3443037,44100,9324289,211.4
Mi Mejor Canción [Bolero].mp3,Guajira,7566428,44100,8336765,189
Mi Merengue - Gilberto Sextet.mp3,Merengue,2531479,44100,6814081,154.5
Mi Merengue Con Salsa - Gran Combo.mp3,Guaracha,3099368,44100,8530561,193.4
mi merenguera.mp3,Merengue,4275817,44100,9423361,213.7
Mi Meta.mp3,Bolero Son,4678961,44100,12733056,288.7
Mi Montuno.mp3,Bolero Tradicional,4882535,44100,13294645,301.5
Mi Mujer - Orq Harlow.mp3,Merengue,3686332,44100,9997057,226.7
Mi Mulata - Frankie Negron.mp3,Guaracha,4133499,44100,11229696,254.6
Mi Mundo Es De Ella - Maelo Ruiz.mp3,Bolero Tradicional,5631360,44100,15509375,351.7
Mi Mundo Tu.mp3,Salsa,7034613,44100,12769919,289.6
Mi Mundo.mp3,Bolero Tradicional,4556938,44100,12554493,284.7
Mi Musica - Ismael Rivera.mp3,Merengue,9524215,48000,11423808,238
Mi Musica.mp3,Guaracha,3788426,44100,10373759,235.2
Mi Navidad - Carlos Argentino - Sonora.mp3,Bolero Tradicional,3080192,44100,8484476,192.4
Mi Navidad - Carlos Argentino.mp3,Bolero Tradicional,2840187,44100,7665407,173.8
Mi Negra Está Cansá.mp3,Son Montuno,6590656,44100,12001534,272.1
MI NEGRA MARIANA.mp3,Son Cubano,4521025,44100,12381695,280.8
Mi Negra Va A Gozar.mp3,Salsa,4958763,44100,10803457,245
Mi Negra Y La Calentura.mp3,Guajira,8993263,44100,16416317,372.3
Mi Negrita - Camilo Azuquita.mp3,Pachanga,4512187,44100,12273408,278.3
Mi Negrita Me Espera - Ismael Rivera.mp3,Guaracha,8060209,48000,9667008,201.4
Mi Negrita Me Espera.mp3,Salsa,4004835,44100,8699905,197.3
Mi Negrita.mp3,Bolero Tradicional,4612119,44100,12699805,288
Mi Negro Esta Cansado.mp3,Son Cubano,2568176,44100,6915456,156.8
Mi Negro Esta Cansao -  Celia Cruz.mp3,Salsa,2581024,44100,6951166,157.6
Mi Nena (1).mp3,Guajira,3047200,44100,8235647,186.7
Mi Niña - Gran Combo.mp3,Salsa,4606083,44100,12683521,287.6
Mi Niña Bonita - Angel Canales.mp3,Merengue,5065263,44100,13795767,312.8
Mi Niña Bonita.mp3,Pachanga,3022230,44100,8166526,185.2
Mi Novia.mp3,Son Cubano,4133934,44100,11225655,254.6
Mi Otro Yo - Andy Montañéz.mp3,Guaracha,4058961,44100,11184135,253.6
MI PACHANGA - RANDY CARLOS.mp3,Merengue,3305741,44100,7289159,165.3
Mi Pachanga.mp3,Merengue,3452516,44100,7499520,170.1
MI PEQUEÑA NATHALY - CHECO ACOSTA.mp3,Salsa,4263912,44100,9401926,213.2
Mi Plegaria Mix - Grupo Clase.mp3,Guajira,7037933,44100,15388415,348.9
Mi Plena - Gran Combo.mp3,Guaracha,3720429,44100,10242432,232.3
Mi Pobre Coranzon.mp3,Salsa,3999479,44100,10793086,244.7
Mi Pobre Corazon.mp3,Pachanga,9682861,48000,11558016,240.8
Mi Pobre Corazon-.mp3,Merengue,3953725,44100,10884663,246.8
Mi Primer Amor.mp3,Merengue,4140909,44100,11401032,258.5
Mi Primer Montuno.mp3,Guaracha,4636668,44100,12502656,283.5
Mi Problema - Cheo Feliciano.mp3,Guajira,4407096,44100,11984255,271.8
Mi Propio Yo - Cheo Feliciano.mp3,Bolero Tradicional,3503051,44100,9492481,215.2
Mi Prueba De Fuego.mp3,Merengue,6010299,44100,10934011,247.9
Mi Pueblo Natal.mp3,Merengue,12908526,44100,14226711,322.6
Mi Pueblo.mp3,Son Montuno,3100302,44100,8361217,189.6
Mi Que Se Yo.mp3,Bolero Son,5634176,44100,15523200,352
MI QUERER - GUARACHEROS.mp3,Salsa,2351731,44100,6475961,146.8
Mi Querer.mp3,Bolero Son,2447331,44100,6582529,149.3
Mi Querida Bomba - Federico.mp3,Guaracha,4498806,44100,12236543,277.5
Mi Querida Borinquen.mp3,Guaracha,9238664,44100,10120320,229.5
Mi Razon - Alberto Beltrán.mp3,Son Cubano,2165840,44100,5966209,135.3
Mi Razon De Ser.mp3,Bolero Son,4839799,44100,13175991,298.8
Mi Redencion  - Laito.mp3,Son Cubano,3026559,44100,8179199,185.5
MI REDENCION - Coros.mp3,Salsa,3714090,44100,8189568,185.7
Mi Redencion.mp3,Son Cubano,3014550,44100,8144642,184.7
Mi Regreso - Bobby Rodriguez.mp3,Bolero Son,8020821,44100,17683200,401
MI RELOJ DESPERTADOR - Juan Vicente Zambrano.mp3,Salsa,4619434,44100,12569473,285
Mi Ritmo - Orquesta Ocho Y Media.mp3,Son Montuno,8161700,44100,22332673,506.4
Mi Ritmo Es Bueno.mp3,Son Montuno,13883775,48000,16599168,345.8
Mi Romantica - Isaac Delgado.mp3,Son Montuno,3707849,44100,13409281,304.1
Mi Rosa Blanca - Luis Perico Ortiz.mp3,Son Montuno,4757427,44100,12949631,293.6
Mi Rutina-Carlitos.mp3,Pachanga,7975963,44100,8781923,199.1
Mi Sabrosa Guaracha.mp3,Son Cubano,3167540,44100,12280320,278.5
Mi Ser.mp3,Bolero Son,14630912,44100,16111872,365.3
Mi So Den Boso - Fania All Star - Celia Cruz.mp3,Bolero Son,3361971,44100,9103103,206.4
Mi Sombra Tu.mp3,Guaracha,5158914,44100,14207614,322.2
Mi Sombrero De Yarey.mp3,Bolero Tradicional,4555583,44100,12393216,281
Mi Son -  Gilberto Santa Rosa.mp3,Son Montuno,9218129,44100,20195712,458
MI SON  -Chivirico Dávila-.mp3,Son Cubano,3669308,44100,10045440,227.8
Mi Son Don Boso.mp3,Bolero Tradicional,5996357,44100,6545664,148.4
Mi Son Es Un Misterio.mp3,Salsa,3121909,44100,8441854,191.4
Mi Son Mi Son.mp3,Pachanga,8395297,44100,22976640,521
Mi Son Montuno - Gilberto Sextet.mp3,Bolero Son,3874802,44100,10516607,238.5
MI SON MONTUNO- DAVID CEDEÑO.mp3,Salsa,11553208,44100,12732473,288.7
Mi Son Montuno.mp3,Pachanga,5761408,44100,12631369,286.4
Mi Son Oriental.mp3,Guajira,4465296,44100,12142560,275.3
Mi Son Te Hace Sentir.mp3,Merengue,4593568,44100,12498047,283.4
MI SON.mp3,Guaracha,3655680,44100,10069631,228.3
Mi Soncito.mp3,Son Montuno,6505243,44100,7106687,161.1
Mi Songo (1).mp3,Salsa,7151674,44100,13024509,295.3
Mi Sonsito -  Celia Cruz.mp3,Guajira,3316006,44100,7181568,162.8
Mi Suegra.mp3,Son Montuno,9826176,44100,10794240,244.8
Mi Sueno.mp3,Son Cubano,16073495,48000,19226880,400.6
Mi Sueño.mp3,Pachanga,15781540,44100,17397731,394.5
Mi Tambolero.mp3,Merengue,5894766,44100,10722816,243.1
Mi Terruno.mp3,Bolero Son,3286303,44100,7087104,160.7
Mi Tia Maria.mp3,Bolero Tradicional,3841736,44100,10425601,236.4
Mi Tierra Es Asi.mp3,Guaracha,3438300,44100,9313920,211.2
Mi Tierra.mp3,Bolero Son,3986375,44100,10803455,245
Mi Todo Tu - David Pabon.mp3,Bolero Tradicional,4204806,44100,11577601,262.5
MI TONTO AMOR - LOS HERMANOS ROSARIO.mp3,Guajira,5035154,44100,11099974,251.7
Mi Tremendo Caso.mp3,Pachanga,4494189,44100,12381111,280.8
Mi Treque Treque    C Quintana.mp3,Pachanga,3049687,44100,8242560,186.9
Mi Triste Problema.mp3,Salsa,1872028,22050,5156351,233.8
Mi Trompeta Tropical - Luis Perico Ortiz.mp3,Guaracha,5304542,44100,14457601,327.8
MI TUMBA - Juan Vicente Zambrano.mp3,Guajira,4642839,44100,12633983,286.5
MI TUMBAITO.mp3,Salsa,5357568,44100,14761728,334.7
Mi Tumbao (1).mp3,Son Cubano,3053057,44100,8251777,187.1
Mi Ultimo Adios - Daniel Santos.mp3,Guaracha,3223434,44100,8721792,197.8
Mi Ultimo Fracaso - Cheo Feliciano.mp3,Merengue,3500125,44100,9484416,215.1
Mi Ultimo Fracaso - Tito Rodríguez.mp3,Bolero Tradicional,5006136,44100,10908287,247.4
Mi Ultimo Ruego - Bobby Capo Con La Sonora Matancera.mp3,Bolero Son,2994802,44100,8091647,183.5
Mi Valle Del Cauca.mp3,Salsa,12259158,44100,13510782,306.4
Mi Vecina - Gabino Pampini.mp3,Bolero Tradicional,2997069,44100,11009661,249.7
Mi Vecina.mp3,Guajira,4220275,44100,11397888,258.5
Mi Vecindario.mp3,Bolero Son,5073949,44100,13972724,316.8
Mi Vecinita.mp3,Bolero Son,8859239,48000,10569600,220.2
Mi Veneracion.mp3,Bolero Tradicional,2641664,44100,7118206,161.4
Mi Vida Es Cantar - Celia Cruz.mp3,Pachanga,7814709,44100,10688255,242.4
Mi Vida Es Cantar.mp3,Bolero Tradicional,3936903,44100,10621441,240.8
Mi Vida Es Un Cantar.mp3,Pachanga,3922163,44100,10621438,240.8
Mi Vida Sin Tu Amor - Charanga Habanera.mp3,Merengue,6079111,44100,16592256,376.2
Mi Vida Sin Tu Amor.mp3,Guajira,6021096,44100,16592256,376.2
Mi Vida.mp3,Son Montuno,4705721,44100,12885119,292.2
Mi Vieja Se Muere.mp3,Bolero Tradicional,4476847,44100,12333312,279.7
Mi Viejita.mp3,Bolero Tradicional,5531115,44100,10054653,228
Mi Viejo (Con Daniel Santos).mp3,Bolero Tradicional,4305766,44100,11704319,265.4
MI VIEJO.mp3,Guajira,5170636,44100,14088376,319.5
Mia - Eddie Santiago.mp3,Guaracha,4598783,44100,12512595,283.7
Mia - Edgar Joel.mp3,Pachanga,5474765,44100,11941632,270.8
Mia Seras  ++++timbaloca.mp3,Bolero Son,5439323,44100,11991167,271.9
Mia.mp3,Bolero Tradicional,3177312,44100,11364478,257.7
Miami.mp3,Son Montuno,4206068,44100,11358721,257.6
Micaela - 33 RPM.mp3,Son Montuno,7749495,44100,14220286,322.5
Micaela - 45 RPM.mp3,Bolero Son,6153309,44100,11287294,255.9
Micaela - Bienvenido Granda.mp3,Guajira,2619331,44100,7216127,163.6
Micaela - Nelson Pinedo Con Cortijo.mp3,Guaracha,2686356,44100,7241471,164.2
Micaela (2).mp3,Guajira,11779225,44100,12919679,293
Micaela.mp3,Guajira,5326408,44100,14427649,327.2
Miedo - Bienvenido Granda.mp3,Son Montuno,2725075,44100,7507584,170.2
Miedo - Gran Combo.mp3,Bolero Tradicional,3397759,44100,9353089,212.1
Miedo - Mongo Y Justo.mp3,Merengue,6423543,44100,14033663,318.2
Miel Y Sal - Jerry Galante.mp3,Guajira,5806526,44100,12673152,287.4
Miente Corazon - Grupo Clase.mp3,Salsa,4256624,44100,11569536,262.3
Mientes.mp3,Pachanga,3599196,44100,7804800,177
Mientras Existas Tu.mp3,Pachanga,3034753,44100,8150399,184.8
Mientras Tu No Llegas - Tito Rodríguez.mp3,Bolero Tradicional,3530740,44100,7655039,173.6
Mil Cosas - Alberto Beltrán.mp3,Salsa,2755580,44100,7591680,172.1
Milagro De Amor.mp3,Bolero Tradicional,13029756,44100,14300002,324.3
Milagro De Un Amor - Vicentico Valdes.mp3,Guaracha,3136504,44100,8482175,192.3
Milagros (1).mp3,Merengue,815974,44100,2083783,47.3
Milonga Del 900 (Tango) - Gran Combo.mp3,Pachanga,2708580,44100,7453440,169
Milonga Para Una Niña - Andy Montañez.mp3,Son Cubano,4003913,44100,8825927,200.1
Milonga Sentimental - Gran Combo.mp3,Guajira,2107965,44100,5798017,131.5
Milonga Sentimental (Tango) - Gran Combo.mp3,Salsa,2064931,44100,5679361,128.8
Milonga Sentimental.mp3,Pachanga,2287939,44100,6105400,138.4
Mima - Gran Combo.mp3,Salsa,4197313,44100,11556865,262.1
MIMI PINZON - TRIO LA ROSA.mp3,Bolero Son,2497179,44100,6875703,155.9
Mimi Pinzon.mp3,Son Montuno,2653770,44100,7151617,162.2
Mini Mini.mp3,Merengue,4009886,44100,10889415,246.9
Minimengue.mp3,Bolero Son,10195781,44100,11175552,253.4
Minor Rama - Machito Y Su Afro Cubans.mp3,Pachanga,3863525,44100,8388863,190.2
Mio - Gilberto Santa Rosa.mp3,Merengue,4906358,44100,10688257,242.4
Mio - Tito Rodríguez.mp3,Son Montuno,3452896,44100,7483393,169.7
Mio.mp3,Guaracha,3888979,44100,10553472,239.3
Mira A Ver Si Puedes.mp3,Guaracha,2634064,44100,7252992,164.5
